pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,type,Teq
Kepler-1177 b,0.4383,,,0.0,0.999,0.398,-0.109,0.0,5968.0,161.0,-184.0,0.0,hot,397.4052783064998
TOI-5398 c,0.057,0.003,-0.003,0.0,1.051,0.013,-0.013,0.0,6000.0,75.0,-75.0,0.0,hotter,1136.3784476798057
Kepler-1345 b,0.27,,,0.0,1.46,0.66,-0.66,0.0,6774.0,125.0,-125.0,0.0,hot,694.7803801649176
Kepler-1099 b,0.0337,,,0.0,1.109,0.639,-0.127,0.0,6153.0,160.0,-229.0,0.0,hotter,1556.8456070285806
TOI-615 b,0.0678,0.0031,-0.0026,0.0,1.732,0.055,-0.055,0.0,6850.0,100.0,-100.0,0.0,hotter,1527.0648343752164
Kepler-1691 b,0.05,,,0.0,1.08,0.47,-0.47,0.0,6325.0,125.0,-125.0,0.0,hotter,1296.5677446675206
CoRoT-11 b,0.04407,0.00056,-0.00059,0.0,1.37,0.03,-0.03,0.0,6440.0,120.0,-120.0,0.0,hotter,1583.7347043448128
CoRoT-21 b,0.0416,0.00094,-0.001,0.0,1.95,0.21,-0.21,0.0,6200.0,100.0,-100.0,0.0,hotter,1872.2771528449746
Kepler-136 b,0.1054,,,0.0,1.188,0.233,-0.113,0.0,6156.0,78.0,-135.0,0.0,hotter,911.5790463206544
Kepler-1248 b,0.076,,,0.0,0.97,0.42,-0.42,0.0,6103.0,72.0,-72.0,0.0,hotter,961.6792573794141
WASP-32 b,0.03904,0.00062,-0.00061,0.0,1.09,0.03,-0.03,0.0,6140.0,90.0,-100.0,0.0,hotter,1430.983161604785
Kepler-1575 b,0.0366,,,0.0,0.908,0.248,-0.088,0.0,5970.0,188.0,-209.0,0.0,hotter,1311.548999618459
TOI-2458 b,0.0482,0.0025,-0.0027,0.0,1.31,0.03,-0.03,0.0,6005.0,50.0,-50.0,0.0,hotter,1380.8068990300048
WASP-175 b,0.04403,0.00055,-0.00055,0.0,1.204,0.064,-0.064,0.0,6229.0,100.0,-100.0,0.0,hotter,1436.696518767971
Kepler-805 b,0.1996,,,0.0,1.592,0.05,-0.05,0.0,6034.0,92.0,-92.0,0.0,hot,751.630469036319
Kepler-1044 b,0.0724,,,0.0,1.09,0.516,-0.11,0.0,6217.0,169.0,-205.0,0.0,hotter,1063.9779827879424
TOI-2803 A b,0.03185,0.00052,-0.00052,0.0,1.245,0.022,-0.021,0.0,6280.0,99.0,-96.0,0.0,hotter,1731.798698592237
Kepler-58 c,0.1228,,,0.0,1.083,0.35,-0.15,0.0,6100.0,193.0,-214.0,0.0,hot,799.0108702076852
HAT-P-16 b,0.04134,0.00044,-0.00045,0.0,1.237,0.054,-0.054,0.0,6158.0,80.0,-80.0,0.0,hotter,1485.7546770607407
TOI-1408 b,0.05778,0.0001,-0.0001,0.0,1.53,0.02,-0.02,0.0,6117.0,31.0,-31.0,0.0,hotter,1388.3636515571454
WASP-197 b,0.065,0.002,-0.002,0.0,2.112,0.077,-0.077,0.0,6050.0,100.0,-100.0,0.0,hotter,1521.0849211159014
Kepler-1617 b,0.1833,,,0.0,1.126,0.555,-0.127,0.0,6300.0,157.0,-198.0,0.0,hot,688.7098907602306
Kepler-1941 b,0.2092,,,0.0,1.171,0.56,-0.146,0.0,6418.0,157.0,-234.0,0.0,hot,669.7382885742591
Kepler-76 b,0.0274,0.002,-0.0019,0.0,1.32,0.08,-0.08,0.0,6409.0,95.0,-95.0,0.0,hotter,1962.0486132842798
Kepler-1859 b,0.0386,,,0.0,1.068,0.504,-0.119,0.0,6190.0,164.0,-210.0,0.0,hotter,1436.1190094521614
WASP-106 b,0.0917,0.0014,-0.0014,0.0,1.393,0.048,-0.028,0.0,6000.0,150.0,-150.0,0.0,hotter,1031.4541999324524
Kepler-450 c,0.1332,,,0.0,1.57,0.085,-0.085,0.0,6215.0,89.0,-89.0,0.0,hotter,941.1235793978008
Kepler-1927 b,0.3859,,,0.0,2.481,0.343,-0.859,0.0,6056.0,81.0,-81.0,0.0,hot,677.2822083107344
Kepler-1326 b,0.2743,,,0.0,2.632,0.471,-0.875,0.0,6864.0,184.0,-225.0,0.0,hotter,937.8105656866763
TOI-2193 A b,0.03319,0.00052,-0.00051,0.0,1.248,0.026,-0.028,0.0,5966.0,73.0,-72.0,0.0,hotter,1613.5956830890168
Kepler-197 b,0.0596,,,0.0,1.109,0.036,-0.04,0.0,6003.0,96.0,-108.0,0.0,hotter,1142.1385607664868
Kepler-115 b,0.03562,0.00037,-0.00037,0.0,1.13,0.028,-0.027,0.0,6000.0,60.0,-60.0,0.0,hotter,1490.5663833527026
Kepler-1213 b,0.06026,0.00051,-0.00051,0.0,1.437,0.036,-0.035,0.0,5941.0,60.0,-60.0,0.0,hotter,1279.6204751748662
HAT-P-1 b,0.0551,0.0015,-0.0015,0.0,1.15,0.09,-0.09,0.0,6067.0,,,0.0,hotter,1222.5170464466219
Kepler-1283 b,0.1062,,,0.0,0.867,0.323,-0.07,0.0,6058.0,159.0,-181.0,0.0,hot,763.4566233987022
Kepler-1666 c,0.2383,,,0.0,1.031,0.436,-0.097,0.0,6297.0,168.0,-212.0,0.0,hot,577.708573300056
HAT-P-56 b,0.0447,0.0019,-0.0019,0.0,1.88,0.44,-0.44,0.0,6863.0,195.0,-195.0,0.0,hotter,1963.1205522545665
Kepler-126 d,0.4477,,,0.0,1.358,0.024,-0.024,0.0,6239.0,94.0,-94.0,0.0,hot,479.2687707952064
HD 212301 b,0.03,0.0,0.0,0.0,1.16,0.02,-0.02,0.0,6239.0,24.0,-24.0,0.0,hotter,1711.1621318977793
Kepler-631 b,0.142,,,0.0,1.11,0.46,-0.46,0.0,6433.0,100.0,-100.0,0.0,hot,793.3022324203573
HAT-P-69 b,0.06555,0.0007,-0.00035,0.0,1.926,0.06,-0.031,0.0,7394.0,360.0,-600.0,0.0,hotter,1767.7833837795756
Kepler-392 c,0.0967,,,0.0,1.403,0.708,-0.316,0.0,6474.0,161.0,-212.0,0.0,hotter,1087.6673736681787
Kepler-1041 b,0.1688,,,0.0,0.966,0.32,-0.085,0.0,6106.0,143.0,-182.0,0.0,hot,644.2685768439386
HD 5278 c,0.2416,0.0027,-0.0027,0.0,1.194,0.017,-0.016,0.0,6203.0,64.0,-64.0,0.0,hot,608.2236280009191
Kepler-203 b,0.0424,,,0.0,0.937,0.382,-0.084,0.0,5949.0,152.0,-182.0,0.0,hotter,1233.4985516901145
Kepler-175 b,0.105,,,0.0,1.01,0.504,-0.504,0.0,6064.0,200.0,-200.0,0.0,hotter,829.5317971398891
TOI-6130 b,0.036,0.002,-0.002,0.0,1.51,0.03,-0.03,0.0,6110.0,50.0,-50.0,0.0,hotter,1745.3649138798812
HATS-41 b,0.0583,0.0015,-0.001,0.0,1.71,0.36,-0.24,0.0,6424.0,91.0,-91.0,0.0,hotter,1534.5361291089396
Kepler-143 c,0.177,,,0.0,1.06,0.41,-0.41,0.0,6002.0,91.0,-91.0,0.0,hot,647.8434890272019
Kepler-270 c,0.1768,,,0.0,1.3,0.765,-0.237,0.0,6432.0,157.0,-229.0,0.0,hot,769.2799074164103
Kepler-501 b,0.0632,,,0.0,0.989,0.399,-0.095,0.0,6217.0,162.0,-212.0,0.0,hotter,1084.7465607619104
MASCARA-1 b,0.043,0.005,-0.005,0.0,2.1,0.2,-0.2,0.0,7554.0,150.0,-150.0,0.0,hotter,2328.41403218613
HAT-P-50 b,0.0453,0.00058,-0.0014,0.0,1.698,0.071,-0.071,0.0,6280.0,49.0,-49.0,0.0,hotter,1695.8490541281224
Kepler-596 b,0.1542,,,0.0,1.115,0.563,-0.119,0.0,6343.0,153.0,-198.0,0.0,hot,752.3116134080319
Kepler-201 b,0.179,,,0.0,1.179,0.187,-0.109,0.0,6034.0,109.0,-133.0,0.0,hot,683.0358530660852
Kepler-1989 b,0.0918,,,0.0,1.06,0.425,-0.135,0.0,6032.0,177.0,-216.0,0.0,hotter,904.0672408177178
Kepler-187 b,0.057,,,0.0,1.15,0.44,-0.44,0.0,5973.0,105.0,-105.0,0.0,hotter,1183.3461847891742
Kepler-1517 b,0.078,,,0.0,4.037,0.445,-1.565,0.0,7358.0,223.0,-310.0,0.0,hotter,2334.7998927175195
Kepler-401 c,0.2606,,,0.0,1.373,0.702,-0.312,0.0,6347.0,162.0,-198.0,0.0,hot,642.5758051500055
TOI-2236 b,0.05009,0.0008,-0.00082,0.0,1.573,0.033,-0.033,0.0,6248.0,72.0,-77.0,0.0,hotter,1544.3213451051638
Kepler-1836 b,0.0602,,,0.0,0.987,0.39,-0.097,0.0,6123.0,175.0,-225.0,0.0,hotter,1093.5342703397448
HATS-11 b,0.04614,0.00093,-0.00093,0.0,1.444,0.057,-0.057,0.0,6060.0,150.0,-150.0,0.0,hotter,1495.2893272761135
HD 108147 b,0.102,0.0059,-0.0059,0.0,1.20664,0.059557,-0.059539,0.0,6255.73,126.62,-155.48,0.0,hotter,949.0182782366572
Kepler-277 b,0.139,,,0.0,1.65,0.22,-0.22,0.0,5946.0,56.0,-56.0,0.0,hotter,903.581404537143
KOI-3503 c,0.18688,0.00147,-0.00147,0.0,1.255,0.034,-0.033,0.0,6001.0,60.0,-60.0,0.0,hot,685.9175023892752
Kepler-1187 b,0.1401,,,0.0,0.949,0.388,-0.086,0.0,6103.0,152.0,-188.0,0.0,hot,700.5920685862811
Kepler-1340 b,0.01523,0.00011,-0.00011,0.0,0.988,0.034,-0.033,0.0,5909.0,60.0,-60.0,0.0,hotter,2099.183086079484
Kepler-1655 b,0.09917,0.00104,-0.00104,0.0,1.052,0.023,-0.023,0.0,6002.0,60.0,-60.0,0.0,hotter,862.226789290056
Kepler-1912 b,0.067,,,0.0,1.474,0.709,-0.39,0.0,5902.0,156.0,-170.0,0.0,hotter,1221.0075613165288
TOI-4087 b,0.04469,0.00048,-0.00054,0.0,1.112,0.021,-0.02,0.0,6060.0,74.0,-67.0,0.0,hotter,1333.2992913625026
KELT-20 b,0.0542,0.0014,-0.0021,0.0,1.565,0.057,-0.064,0.0,8720.0,250.0,-260.0,0.0,hotter,2066.720848011689
HD 25463 b,0.076,0.002,-0.002,0.0,1.41,0.07,-0.07,0.0,6220.0,110.0,-110.0,0.0,hotter,1181.6829047830415
Kepler-394 d,0.0647,,,0.0,1.154,0.636,-0.143,0.0,6426.0,155.0,-258.0,0.0,hotter,1197.0141743981376
Kepler-758 d,0.1582,,,0.0,1.351,0.677,-0.244,0.0,6692.0,154.0,-280.0,0.0,hotter,862.5577369479387
KOI-94 d,0.1684,0.0022,-0.0022,0.0,1.52,0.14,-0.14,0.0,6182.0,58.0,-58.0,0.0,hotter,819.1955018316665
Kepler-972 b,0.073,,,0.0,1.11,0.57,-0.57,0.0,6103.0,121.0,-121.0,0.0,hotter,1049.6662586870207
Kepler-647 c,0.1831,,,0.0,1.053,0.185,-0.117,0.0,5955.0,114.0,-120.0,0.0,hot,629.8825646232838
Kepler-338 b,0.1172,,,0.0,1.735,0.082,-0.082,0.0,5923.0,77.0,-77.0,0.0,hotter,1005.1606400139607
Kepler-217 b,0.067,,,0.0,1.356,,,0.0,6653.0,,,0.0,hotter,1320.1332651487683
Kepler-812 b,0.102,,,0.0,1.42,0.66,-0.66,0.0,7110.0,129.0,-129.0,0.0,hotter,1170.0960004433384
TOI-559 b,0.0723,0.0013,-0.0013,0.0,1.233,0.028,-0.026,0.0,5925.0,85.0,-76.0,0.0,hotter,1079.2164393020098
KELT-21 b,0.05224,0.00035,-0.00034,0.0,1.638,0.034,-0.034,0.0,7598.0,81.0,-84.0,0.0,hotter,1876.560029311003
K2-100 b,0.0301,0.0014,-0.0014,0.0,1.24,0.05,-0.05,0.0,5945.0,110.0,-110.0,0.0,hotter,1683.0121899965175
TOI-1836 c,0.03089,0.0005,-0.0005,0.0,1.6454,0.032,-0.0253,0.0,6237.0,91.0,-69.0,0.0,hotter,2007.753280653407
HATS-64 b,0.06562,0.00039,-0.00039,0.0,2.113,0.071,-0.071,0.0,6554.0,27.0,-27.0,0.0,hotter,1640.3853437744108
Kepler-616 c,0.4024,,,0.0,0.977,0.302,-0.101,0.0,6004.0,181.0,-199.0,0.0,hot,412.6356887114665
Kepler-1725 b,0.1334,,,0.0,1.03,0.145,-0.046,0.0,6108.0,73.0,-137.0,0.0,hot,748.5960544191685
Kepler-212 b,0.1313,,,0.0,1.141,0.282,-0.097,0.0,5914.0,98.0,-129.0,0.0,hot,768.9526309185355
Kepler-1574 b,0.0743,,,0.0,1.03,0.324,-0.108,0.0,6108.0,193.0,-236.0,0.0,hotter,1003.0695381542046
K2-66 b,0.06069,0.00087,-0.00087,0.0,1.71,0.14,-0.14,0.0,5958.0,75.0,-75.0,0.0,hotter,1394.9151565544087
Kepler-1119 b,0.0812,,,0.0,1.0,0.431,-0.099,0.0,6057.0,158.0,-202.0,0.0,hotter,937.5347347161551
Kepler-1233 b,0.263,,,0.0,1.169,0.382,-0.127,0.0,6499.0,174.0,-232.0,0.0,hot,604.3433200777727
Kepler-906 b,0.22363,0.00228,-0.00228,0.0,1.024,0.028,-0.027,0.0,5956.0,60.0,-60.0,0.0,hot,562.1438235920776
Kepler-177 c,0.2701,,,0.0,1.066,0.557,-0.108,0.0,6220.0,156.0,-207.0,0.0,hot,545.0225894469287
Kepler-128 c,0.16517,0.00273,-0.00273,0.0,1.66,0.038,-0.037,0.0,6081.0,60.0,-60.0,0.0,hotter,850.2982218299044
HD 145377 b,0.45,0.01,-0.01,0.0,1.05,0.02,-0.02,0.0,6014.0,20.0,-20.0,0.0,hot,405.1908450152179
Kepler-1797 b,0.1637,,,0.0,1.009,0.435,-0.095,0.0,6244.0,164.0,-210.0,0.0,hot,683.7415082341766
Kepler-279 b,0.1077,,,0.0,1.067,0.426,-0.102,0.0,6781.0,157.0,-230.0,0.0,hotter,941.403720345237
Kepler-642 b,0.0589,,,0.0,2.297,0.485,-0.727,0.0,6570.0,156.0,-195.0,0.0,hotter,1809.6560021351893
Kepler-514 b,0.065,,,0.0,1.28,0.55,-0.55,0.0,6282.0,66.0,-66.0,0.0,hotter,1229.572231048238
TOI-3688 A b,0.0456,0.00089,-0.00098,0.0,1.302,0.038,-0.035,0.0,5950.0,100.0,-100.0,0.0,hotter,1402.3223129652208
Kepler-794 b,0.0972,,,0.0,1.087,0.184,-0.112,0.0,5993.0,108.0,-125.0,0.0,hotter,883.9622630946652
TOI-5126 b,0.06519,0.00087,-0.00082,0.0,1.241,0.032,-0.027,0.0,6150.0,110.0,-130.0,0.0,hotter,1183.5274191894039
Kepler-1225 b,0.075,,,0.0,1.09,0.44,-0.44,0.0,6369.0,106.0,-106.0,0.0,hotter,1070.9314532681192
TOI-4127 b,0.3081,0.0055,-0.0058,0.0,1.293,0.05,-0.05,0.0,6096.0,115.0,-115.0,0.0,hot,550.815533732207
Kepler-1396 b,0.1397,,,0.0,1.031,0.509,-0.093,0.0,6241.0,161.0,-203.0,0.0,hot,747.8131882437852
Kepler-1094 b,0.368,,,0.0,0.99,0.43,-0.43,0.0,6158.0,115.0,-115.0,0.0,hot,445.49330360054296
Kepler-654 b,0.1211,,,0.0,1.656,0.773,-0.519,0.0,6106.0,162.0,-208.0,0.0,hotter,995.9159835108312
Kepler-624 b,0.1172,,,0.0,1.191,0.189,-0.189,0.0,6063.0,121.0,-133.0,0.0,hotter,852.4863836839224
Kepler-123 c,0.181,,,0.0,1.264,0.243,-0.243,0.0,6089.0,121.0,-121.0,0.0,hot,709.7216138395376
Kepler-541 b,0.059,,,0.0,1.21,0.55,-0.55,0.0,6074.0,133.0,-133.0,0.0,hotter,1213.2471358802468
Kepler-919 b,0.0981,,,0.0,1.025,0.448,-0.105,0.0,6093.0,153.0,-198.0,0.0,hotter,868.6931860456768
Kepler-1121 b,0.115,,,0.0,1.43,0.51,-0.51,0.0,6314.0,73.0,-73.0,0.0,hotter,982.0452151124786
Kepler-983 b,0.3061,,,0.0,0.989,0.39,-0.088,0.0,6201.0,147.0,-181.0,0.0,hot,491.6273327993415
Pr0201 b,0.06,0.0,0.0,0.0,1.15,0.12,-0.12,0.0,6174.0,50.0,-50.0,0.0,hotter,1192.1961855357272
HATS-40 b,0.04997,0.00074,-0.00074,0.0,2.26,0.18,-0.11,0.0,6460.0,130.0,-130.0,0.0,hotter,1916.1957415355555
HD 117618 b,0.176,0.01,-0.01,0.0,1.18438,0.07784,-0.038029,0.0,5995.71,103.91,-157.37,0.0,hot,686.0213396060471
TOI-3071 b,0.0249,0.0001,-0.0001,0.0,1.31,0.04,-0.04,0.0,6177.0,62.0,-62.0,0.0,hotter,1976.1567195818254
HAT-P-31 b,0.061,0.0013,-0.0011,0.0,1.36,0.27,-0.18,0.0,6070.0,100.0,-100.0,0.0,hotter,1264.1570633488986
Kepler-534 b,0.1272,,,0.0,0.965,0.147,-0.045,0.0,5936.0,102.0,-131.0,0.0,hot,721.143678908601
Kepler-1487 b,0.0747,,,0.0,0.956,0.35,-0.08,0.0,6444.0,157.0,-198.0,0.0,hotter,1016.791682113674
Kepler-1484 b,0.1939,,,0.0,0.984,0.312,-0.111,0.0,6283.0,176.0,-220.0,0.0,hot,624.28587997389
Kepler-930 b,0.3475,,,0.0,1.488,0.432,-0.432,0.0,6148.0,184.0,-220.0,0.0,hot,561.1328936165941
Kepler-23 d,0.128,,,0.0,1.87,0.48,-0.48,0.0,6142.0,118.0,-118.0,0.0,hotter,1035.4602663115
Kepler-604 b,0.1735,,,0.0,0.964,0.384,-0.087,0.0,6122.0,161.0,-191.0,0.0,hot,636.4875462060227
HATS-55 b,0.05412,0.00014,-0.00018,0.0,1.126,0.011,-0.011,0.0,6214.0,36.0,-36.0,0.0,hotter,1250.1708204071404
HATS-68 b,0.05071,0.00018,-0.00018,0.0,1.748,0.026,-0.026,0.0,6147.0,22.0,-22.0,0.0,hotter,1591.8235657761024
XO-6 b,0.0815,0.0077,-0.0077,0.0,1.93,0.18,-0.18,0.0,6720.0,100.0,-100.0,0.0,hotter,1442.370830766765
HATS-66 b,0.04714,0.00025,-0.00025,0.0,1.841,0.041,-0.041,0.0,6626.0,35.0,-35.0,0.0,hotter,1826.380848727018
Kepler-1501 b,0.1228,,,0.0,1.061,0.138,-0.053,0.0,6065.0,66.0,-96.0,0.0,hot,786.3160158871918
Kepler-593 b,0.155,,,0.0,1.05,0.36,-0.36,0.0,6202.0,104.0,-104.0,0.0,hot,711.9809442859346
TOI-2128 b,0.127,0.003,-0.003,0.0,1.1174,0.0239,-0.0227,0.0,5968.0,86.0,-84.0,0.0,hot,780.7987247218535
Kepler-147 b,0.1095,,,0.0,1.26,0.236,-0.175,0.0,6010.0,104.0,-124.0,0.0,hotter,899.2086848466512
Kepler-24 b,0.08045,0.00088,-0.00088,0.0,1.084,0.041,-0.04,0.0,6022.0,60.0,-60.0,0.0,hotter,974.9900325853389
Kepler-887 c,0.0801,0.00072,-0.00072,0.0,1.367,0.036,-0.035,0.0,6207.0,60.0,-60.0,0.0,hotter,1130.9868423123753
Kepler-1421 b,0.0749,,,0.0,1.151,0.667,-0.131,0.0,6540.0,144.0,-214.0,0.0,hotter,1130.79091107896
ups And b,0.0594,0.0003,-0.0003,0.0,1.64,0.04,-0.05,0.0,6089.0,,,0.0,hotter,1411.1802295295975
TOI-150.01,0.07037,0.00087,-0.00088,0.0,1.526,0.012,-0.012,0.0,6255.0,90.0,-90.0,0.0,hotter,1284.749960937899
Kepler-336 d,0.1444,,,0.0,0.865,0.373,-0.068,0.0,6029.0,153.0,-165.0,0.0,hot,650.8449640333929
HD 202772 A b,0.05208,0.00064,-0.00068,0.0,2.591,0.078,-0.093,0.0,6272.0,77.0,-71.0,0.0,hotter,1951.2462266089192
Qatar-3 b,0.03783,0.00069,-0.00069,0.0,1.272,0.14,-0.14,0.0,6007.0,52.0,-52.0,0.0,hotter,1536.352334912526
Kepler-512 b,0.2038,,,0.0,0.963,0.359,-0.104,0.0,6100.0,149.0,-170.0,0.0,hot,584.8556591549113
HATS-24 b,0.0238,0.001,-0.001,0.0,1.12,0.044,-0.047,0.0,6125.0,94.0,-94.0,0.0,hotter,1853.2518130647757
Kepler-1188 b,0.134,,,0.0,1.05,0.46,-0.46,0.0,6195.0,122.0,-122.0,0.0,hot,764.8765898056478
Kepler-435 b,0.0949,0.0018,-0.0019,0.0,3.21,0.3,-0.3,0.0,6090.0,110.0,-110.0,0.0,hotter,1562.2283345278456
Kepler-110 c,0.19551,0.00189,-0.00189,0.0,1.234,0.032,-0.031,0.0,5956.0,60.0,-60.0,0.0,hot,659.9873156768059
Kepler-1070 b,0.0708,,,0.0,1.353,0.752,-0.255,0.0,6616.0,150.0,-264.0,0.0,hotter,1275.6618680200488
K2-230 b,0.0409,0.0003,-0.0002,0.0,1.39,0.04,-0.04,0.0,5945.0,23.0,-25.0,0.0,hotter,1528.6406803904672
WASP-118 b,0.05453,0.00048,-0.00048,0.0,1.696,0.029,-0.029,0.0,6410.0,125.0,-125.0,0.0,hotter,1576.743366172304
Kepler-1364 b,0.1284,,,0.0,2.274,0.462,-0.635,0.0,6995.0,194.0,-243.0,0.0,hotter,1298.3992171434952
HD 43691 b,0.238,0.015,-0.015,0.0,1.6,0.11,-0.11,0.0,6093.0,,,0.0,hot,696.8037812806907
Kepler-644 b,0.0469,,,0.0,1.653,0.917,-0.467,0.0,6440.0,165.0,-265.0,0.0,hotter,1686.3343270778619
Kepler-1126 b,0.4358,,,0.0,0.844,0.363,-0.059,0.0,6106.0,152.0,-174.0,0.0,hot,374.79364479785636
