pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,type
Kepler-645 b,0.0442,,,0.0,1.273,0.664,-0.227,0.0,6449.0,173.0,-227.0,0.0,hot
TOI-3919 b,0.0795,0.0014,-0.0016,0.0,1.319,0.052,-0.048,0.0,6100.0,110.0,-110.0,0.0,hot
Kepler-380 c,0.0758,,,0.0,1.191,0.186,-0.186,0.0,6038.0,121.0,-121.0,0.0,hot
Kepler-410 A b,0.1226,0.0047,-0.0047,0.0,1.42749,0.056457,-0.082478,0.0,6304.0,156.96,-125.63,0.0,hot
HATS-26 b,0.04735,0.00133,-0.00068,0.0,2.04,0.15,-0.11,0.0,6071.0,81.0,-81.0,0.0,hot
Kepler-105 c,0.07229,0.00081,-0.00081,0.0,1.026,0.025,-0.024,0.0,5933.0,60.0,-60.0,0.0,hot
Kepler-342 b,0.1291,,,0.0,1.369,0.228,-0.187,0.0,6297.0,113.0,-126.0,0.0,hot
Kepler-1278 b,0.0419,,,0.0,0.858,0.356,-0.066,0.0,6075.0,150.0,-168.0,0.0,hot
Kepler-1900 b,0.042,,,0.0,1.041,0.514,-0.097,0.0,6173.0,165.0,-220.0,0.0,hot
HAT-P-5 b,0.04075,0.00076,-0.00076,0.0,1.167,0.049,-0.049,0.0,5960.0,100.0,-100.0,0.0,hot
Kepler-1287 b,0.1001,,,0.0,0.929,0.384,-0.079,0.0,6032.0,156.0,-179.0,0.0,hot
Kepler-1824 b,0.4267,,,0.0,1.081,0.171,-0.061,0.0,6002.0,71.0,-89.0,0.0,hot
Kepler-359 d,0.372,,,0.0,1.086,0.503,-0.503,0.0,6248.0,250.0,-250.0,0.0,hot
Kepler-434 b,0.1143,0.003,-0.003,0.0,1.38,0.13,-0.13,0.0,5977.0,95.0,-95.0,0.0,hot
Kepler-288 d,0.2818,,,0.0,1.068,0.378,-0.167,0.0,5918.0,185.0,-193.0,0.0,hot
Kepler-286 c,0.0448,,,0.0,0.908,0.39,-0.074,0.0,5970.0,163.0,-182.0,0.0,hot
Kepler-722 c,0.4471,,,0.0,0.999,0.324,-0.094,0.0,6077.0,144.0,-199.0,0.0,hot
HATS-56 b,0.06043,0.00022,-0.00022,0.0,2.201,0.036,-0.036,0.0,6536.0,31.0,-31.0,0.0,hot
TOI-1338 b,0.4607,0.0084,-0.0088,0.0,1.331,0.024,-0.026,0.0,6050.0,80.0,-80.0,0.0,hot
Kepler-769 b,0.0763,,,0.0,1.009,0.41,-0.096,0.0,6225.0,156.0,-209.0,0.0,hot
Kepler-341 c,0.08,,,0.0,1.024,0.519,-0.519,0.0,6012.0,200.0,-200.0,0.0,hot
Kepler-874 b,0.232,,,0.0,1.03,0.43,-0.43,0.0,6061.0,107.0,-107.0,0.0,hot
Kepler-1511 b,0.1753,,,0.0,1.685,0.894,-0.468,0.0,6602.0,183.0,-259.0,0.0,hot
Kepler-1468 d,0.1434,,,0.0,0.976,0.404,-0.095,0.0,5973.0,161.0,-193.0,0.0,hot
WASP-3 b,0.03151,0.0015,-0.000987,0.0,1.36116,0.072646,-0.068309,0.0,6352.0,103.22,-185.11,0.0,hot
Kepler-1307 b,0.1369,,,0.0,1.065,0.339,-0.145,0.0,6245.0,175.0,-219.0,0.0,hot
Kepler-1398 b,0.039,,,0.0,0.981,0.417,-0.092,0.0,6245.0,158.0,-191.0,0.0,hot
HD 17156 b,0.15,,,0.0,1.47,0.07,-0.09,0.0,6079.0,56.0,-56.0,0.0,hot
Kepler-360 b,0.0436,,,0.0,1.028,0.427,-0.113,0.0,6052.0,162.0,-201.0,0.0,hot
Kepler-143 b,0.1239,,,0.0,1.037,0.398,-0.126,0.0,6010.0,154.0,-179.0,0.0,hot
Kepler-126 b,0.09712,0.00095,-0.00095,0.0,1.395,0.029,-0.029,0.0,6270.0,60.0,-60.0,0.0,hot
Kepler-130 b,0.0799,,,0.0,1.137,0.05,-0.046,0.0,5903.0,70.0,-79.0,0.0,hot
TOI-1052 b,0.09103,0.00062,-0.00063,0.0,1.264,0.033,-0.033,0.0,6146.0,62.0,-62.0,0.0,hot
Kepler-1182 b,0.0981,,,0.0,0.914,0.267,-0.089,0.0,5911.0,160.0,-195.0,0.0,hot
Kepler-312 c,0.1521,,,0.0,1.108,0.162,-0.076,0.0,6173.0,72.0,-132.0,0.0,hot
Kepler-385 c,0.1236,,,0.0,1.153,0.671,-0.144,0.0,6308.0,178.0,-246.0,0.0,hot
Kepler-1006 b,0.1464,,,0.0,1.175,0.617,-0.21,0.0,6327.0,301.0,-493.0,0.0,hot
Kepler-361 b,0.0838,,,0.0,1.267,0.237,-0.178,0.0,6178.0,111.0,-135.0,0.0,hot
HATS-3 b,0.0485,0.0004,-0.0006,0.0,1.404,0.03,-0.03,0.0,6351.0,76.0,-76.0,0.0,hot
Kepler-1812 b,0.0765,,,0.0,1.103,0.358,-0.128,0.0,6174.0,173.0,-260.0,0.0,hot
Kepler-1238 b,0.0546,,,0.0,1.198,0.879,-0.152,0.0,6337.0,161.0,-262.0,0.0,hot
Kepler-1838 b,0.1063,,,0.0,1.257,0.229,-0.176,0.0,6006.0,106.0,-124.0,0.0,hot
Kepler-908 b,0.0247,,,0.0,1.125,0.186,-0.093,0.0,5992.0,119.0,-119.0,0.0,hot
Kepler-288 b,0.0638,,,0.0,1.068,0.378,-0.167,0.0,5918.0,185.0,-193.0,0.0,hot
Kepler-111 b,0.0452,,,0.0,1.145,0.254,-0.11,0.0,5906.0,98.0,-127.0,0.0,hot
Kepler-458 c,0.15,,,0.0,1.04,0.35,-0.35,0.0,6081.0,90.0,-90.0,0.0,hot
Kepler-1876 b,0.0776,,,0.0,2.166,0.576,-0.947,0.0,6112.0,152.0,-170.0,0.0,hot
WTS-1 b,0.047,0.001,-0.001,0.0,1.15,0.1,-0.12,0.0,6250.0,200.0,-200.0,0.0,hot
Kepler-1368 b,0.0153,,,0.0,0.961,0.406,-0.086,0.0,5966.0,178.0,-211.0,0.0,hot
Kepler-937 b,0.3214,,,0.0,1.08,0.32,-0.172,0.0,6127.0,192.0,-213.0,0.0,hot
EPIC 246851721 b,0.07229,0.00074,-0.00075,0.0,1.586,0.034,-0.033,0.0,6202.0,52.0,-50.0,0.0,hot
Kepler-33 b,0.0677,0.0014,-0.0014,0.0,1.82,0.14,-0.18,0.0,5904.0,47.0,-47.0,0.0,hot
WASP-74 b,0.037,0.001,-0.001,0.0,1.64,0.05,-0.05,0.0,5970.0,110.0,-110.0,0.0,hot
HAT-P-60 b,0.06277,0.00017,-0.00017,0.0,2.197,0.027,-0.02,0.0,6212.0,26.0,-26.0,0.0,hot
Kepler-36 c,0.1284,,,0.0,1.626,0.019,-0.019,0.0,5911.0,66.0,-66.0,0.0,hot
HAT-P-49 b,0.0438,0.0005,-0.0005,0.0,1.833,0.138,-0.076,0.0,6820.0,52.0,-52.0,0.0,hot
WASP-136 b,0.0661,0.0012,-0.0012,0.0,2.21,0.22,-0.22,0.0,6260.0,100.0,-100.0,0.0,hot
Kepler-1443 b,0.0368,,,0.0,1.239,0.219,-0.135,0.0,6258.0,112.0,-124.0,0.0,hot
Kepler-297 b,0.228,,,0.0,1.04,0.478,-0.104,0.0,6150.0,151.0,-193.0,0.0,hot
Kepler-1516 b,0.0718,,,0.0,0.987,0.272,-0.146,0.0,5914.0,160.0,-178.0,0.0,hot
Kepler-79 d,0.2807,,,0.0,1.037,0.467,-0.098,0.0,6388.0,160.0,-214.0,0.0,hot
Kepler-1230 b,0.0921,,,0.0,1.115,0.594,-0.134,0.0,6165.0,156.0,-201.0,0.0,hot
Kepler-1510 b,0.3888,,,0.0,1.132,0.638,-0.134,0.0,6286.0,179.0,-239.0,0.0,hot
Kepler-132 d,0.1308,,,0.0,1.045,0.186,-0.116,0.0,5921.0,114.0,-117.0,0.0,hot
Kepler-945 b,0.2014,,,0.0,1.03,0.378,-0.086,0.0,6108.0,143.0,-226.0,0.0,hot
Kepler-810 b,0.055,,,0.0,0.959,0.364,-0.086,0.0,5999.0,163.0,-205.0,0.0,hot
NGTS-23 b,0.0504,0.012,-0.012,0.0,1.24,0.03,-0.03,0.0,6057.0,64.0,-64.0,0.0,hot
TOI-4153 b,0.06311,0.00084,-0.00096,0.0,1.605,0.048,-0.046,0.0,6860.0,150.0,-180.0,0.0,hot
Kepler-1915 b,0.1143,,,0.0,1.056,0.452,-0.124,0.0,6031.0,170.0,-222.0,0.0,hot
Kepler-1916 b,0.2061,,,0.0,1.145,0.621,-0.137,0.0,6215.0,175.0,-234.0,0.0,hot
Kepler-154 d,0.148,,,0.0,0.93,0.29,-0.29,0.0,5987.0,83.0,-83.0,0.0,hot
OGLE2-TR-L9 b,0.0308,0.0005,-0.0005,0.0,1.53,0.04,-0.04,0.0,6933.0,58.0,-58.0,0.0,hot
Kepler-838 b,0.1266,,,0.0,1.021,0.447,-0.093,0.0,6178.0,155.0,-196.0,0.0,hot
Kepler-403 b,0.075,,,0.0,1.06,0.41,-0.41,0.0,6303.0,69.0,-69.0,0.0,hot
Kepler-1144 b,0.1264,,,0.0,0.855,0.368,-0.076,0.0,5978.0,185.0,-192.0,0.0,hot
HATS-52 b,0.02498,0.0004,-0.0004,0.0,1.046,0.058,-0.058,0.0,6010.0,150.0,-150.0,0.0,hot
Kepler-480 b,0.06,,,0.0,1.168,0.596,-0.14,0.0,6495.0,146.0,-220.0,0.0,hot
Kepler-374 c,0.0416,,,0.0,0.9,0.361,-0.094,0.0,5975.0,166.0,-168.0,0.0,hot
HAT-P-30 b,0.0419,0.00046,-0.00046,0.0,1.215,0.051,-0.051,0.0,6304.0,88.0,-88.0,0.0,hot
Kepler-128 b,0.12545,0.00206,-0.00206,0.0,1.66,0.038,-0.037,0.0,6081.0,60.0,-60.0,0.0,hot
HD 68988 b,0.07,0.0,0.0,0.0,1.19,0.02,-0.02,0.0,5932.0,23.0,-23.0,0.0,hot
WASP-101 b,0.05057,0.00085,-0.0009,0.0,1.29,0.04,-0.04,0.0,6380.0,120.0,-120.0,0.0,hot
HATS-65 b,0.04497,0.00033,-0.00033,0.0,1.31,0.027,-0.027,0.0,6277.0,30.0,-30.0,0.0,hot
Kepler-1602 b,0.1008,,,0.0,1.031,0.444,-0.086,0.0,6258.0,157.0,-177.0,0.0,hot
Kepler-1931 b,0.2322,,,0.0,1.402,0.717,-0.312,0.0,6478.0,157.0,-202.0,0.0,hot
Kepler-1584 b,0.1187,,,0.0,1.171,0.61,-0.146,0.0,6418.0,152.0,-247.0,0.0,hot
Kepler-300 b,0.0926,,,0.0,0.881,0.26,-0.081,0.0,5968.0,161.0,-179.0,0.0,hot
Kepler-1457 b,0.2668,,,0.0,0.881,0.246,-0.077,0.0,5968.0,143.0,-178.0,0.0,hot
Kepler-1051 b,0.18395,0.00111,-0.00111,0.0,1.405,0.036,-0.035,0.0,6417.0,60.0,-60.0,0.0,hot
Kepler-431 d,0.1054,,,0.0,1.682,0.756,-0.56,0.0,6293.0,158.0,-181.0,0.0,hot
Kepler-422 b,0.082,0.011,-0.01,0.0,1.24,0.12,-0.12,0.0,5972.0,84.0,-84.0,0.0,hot
Kepler-1713 b,0.14185,0.00116,-0.00116,0.0,1.432,0.03,-0.03,0.0,6302.0,60.0,-60.0,0.0,hot
Kepler-873 b,0.1568,,,0.0,1.137,0.6,-0.131,0.0,6343.0,153.0,-237.0,0.0,hot
Kepler-982 b,0.1287,,,0.0,1.614,0.806,-0.495,0.0,6260.0,190.0,-230.0,0.0,hot
Kepler-355 c,0.176,,,0.0,1.03,0.3,-0.3,0.0,5929.0,200.0,-200.0,0.0,hot
Kepler-881 b,0.0546,,,0.0,1.033,0.452,-0.087,0.0,6210.0,166.0,-192.0,0.0,hot
Kepler-616 b,0.0927,,,0.0,0.977,0.385,-0.087,0.0,6004.0,158.0,-197.0,0.0,hot
Kepler-216 b,0.0785,,,0.0,1.031,0.461,-0.096,0.0,6277.0,153.0,-197.0,0.0,hot
Kepler-672 b,0.2288,,,0.0,0.971,0.386,-0.086,0.0,5957.0,162.0,-206.0,0.0,hot
Kepler-1054 b,0.05542,0.00036,-0.00036,0.0,1.386,0.042,-0.041,0.0,5909.0,60.0,-60.0,0.0,hot
Kepler-276 b,0.1181,,,0.0,1.026,0.449,-0.097,0.0,6102.0,157.0,-224.0,0.0,hot
Kepler-1922 b,0.1077,,,0.0,0.863,0.231,-0.077,0.0,5931.0,161.0,-178.0,0.0,hot
WASP-100 b,0.04574,0.00093,-0.001,0.0,2.0,0.3,-0.3,0.0,6900.0,120.0,-120.0,0.0,hot
Kepler-323 b,0.029,,,0.0,1.4,0.53,-0.53,0.0,6255.0,83.0,-83.0,0.0,hot
Kepler-1787 b,0.227,,,0.0,0.925,0.319,-0.082,0.0,6060.0,145.0,-177.0,0.0,hot
HAT-P-8 b,0.0487,0.0026,-0.0026,0.0,1.58,0.08,,0.0,6200.0,80.0,,0.0,hot
Kepler-365 c,0.1351,,,0.0,1.03,0.438,-0.11,0.0,6011.0,161.0,-201.0,0.0,hot
Kepler-182 b,0.0949,,,0.0,1.092,0.365,-0.122,0.0,6246.0,167.0,-223.0,0.0,hot
Kepler-392 b,0.05721,0.00051,-0.00051,0.0,1.141,0.028,-0.027,0.0,5951.0,60.0,-60.0,0.0,hot
KELT-24 b,0.06969,0.00087,-0.00096,0.0,1.506,0.022,-0.022,0.0,6509.0,50.0,-49.0,0.0,hot
Kepler-1911 b,0.067,,,0.0,1.683,0.754,-0.569,0.0,6237.0,188.0,-235.0,0.0,hot
Kepler-529 b,0.032,,,0.0,1.04,0.3,-0.3,0.0,6278.0,73.0,-73.0,0.0,hot
Kepler-1667 b,0.386,,,0.0,1.401,0.798,-0.331,0.0,6190.0,158.0,-178.0,0.0,hot
TOI-4791 b,0.0555,0.0011,-0.0012,0.0,1.409,0.039,-0.038,0.0,6058.0,99.0,-94.0,0.0,hot
HAT-P-58 b,0.04994,0.00044,-0.00044,0.0,1.53,0.034,-0.034,0.0,6078.0,48.0,-48.0,0.0,hot
Kepler-1486 b,0.2898,,,0.0,1.066,0.548,-0.111,0.0,6112.0,165.0,-233.0,0.0,hot
Kepler-109 c,0.1521,,,0.0,1.323,0.037,-0.037,0.0,5952.0,75.0,-75.0,0.0,hot
WASP-92 b,0.0348,0.00036,-0.00036,0.0,1.341,0.058,-0.058,0.0,6280.0,120.0,-120.0,0.0,hot
HD 10180 c,0.06412,0.00101,-0.00101,0.0,1.109,0.036,-0.036,0.0,5911.0,19.0,-19.0,0.0,hot
Kepler-355 b,0.1003,,,0.0,1.038,0.532,-0.099,0.0,6184.0,173.0,-238.0,0.0,hot
Kepler-50 b,0.082,,,0.0,1.88,0.26,-0.26,0.0,6058.0,52.0,-52.0,0.0,hot
Kepler-1937 b,0.0915,0.00098,-0.00098,0.0,1.095,0.032,-0.031,0.0,5970.0,60.0,-60.0,0.0,hot
Kepler-145 b,0.17308,0.00276,-0.00276,0.0,1.871,0.048,-0.047,0.0,6110.0,60.0,-60.0,0.0,hot
Kepler-1115 b,0.2134,,,0.0,2.286,1.079,-0.578,0.0,9565.0,295.0,-401.0,0.0,hot
Kepler-618 b,0.0468,,,0.0,1.011,0.465,-0.095,0.0,6108.0,152.0,-200.0,0.0,hot
Kepler-217 c,0.09057,0.00053,-0.00053,0.0,1.754,0.046,-0.045,0.0,6554.0,60.0,-60.0,0.0,hot
Kepler-1518 c,0.0905,,,0.0,1.345,0.382,-0.313,0.0,6432.0,155.0,-214.0,0.0,hot
TOI-5027 b,0.093,0.005,-0.004,0.0,0.92,0.04,-0.04,0.0,5909.0,145.0,-144.0,0.0,hot
WASP-61 b,0.0514,0.0009,-0.0009,0.0,1.36,0.03,,0.0,6320.0,140.0,,0.0,hot
Kepler-289 d,0.33,0.02,-0.02,0.0,1.0,0.02,-0.02,0.0,5990.0,38.0,-38.0,0.0,hot
HD 77946 b,0.073,0.001,-0.01,0.0,1.3174,0.0249,-0.0142,0.0,6007.0,83.0,-88.0,0.0,hot
Kepler-1586 b,0.13,,,0.0,2.106,0.637,-0.908,0.0,6245.0,180.0,-202.0,0.0,hot
Kepler-117 b,0.14623,0.0018,-0.0018,0.0,1.568,0.056,-0.054,0.0,6085.0,60.0,-60.0,0.0,hot
Kepler-1349 b,0.0338,,,0.0,1.36,0.05,-0.08,0.0,5998.0,57.0,-57.0,0.0,hot
KOI-2513.01,0.1412,,,0.0,1.036,0.464,-0.108,0.0,6347.0,167.0,-222.0,0.0,hot
Kepler-1249 b,0.167,,,0.0,0.967,0.344,-0.091,0.0,6091.0,156.0,-201.0,0.0,hot
TOI-1408 c,0.03587,8e-05,-8e-05,0.0,1.53,0.02,-0.02,0.0,6117.0,31.0,-31.0,0.0,hot
Kepler-84 f,0.2465,,,0.0,1.022,0.41,-0.115,0.0,6028.0,161.0,-196.0,0.0,hot
Kepler-347 b,0.1097,,,0.0,0.998,0.385,-0.094,0.0,6092.0,144.0,-198.0,0.0,hot
HAT-P-23 b,0.0232,0.00024,-0.00024,0.0,1.203,0.074,-0.074,0.0,5905.0,80.0,-80.0,0.0,hot
Kepler-1093 b,0.1685,,,0.0,1.262,0.532,-0.242,0.0,6429.0,190.0,-242.0,0.0,hot
Kepler-1106 b,0.0229,,,0.0,0.955,0.344,-0.089,0.0,6231.0,155.0,-200.0,0.0,hot
HAT-P-29 b,0.06669,0.00084,-0.00086,0.0,1.224,0.13,-0.075,0.0,6087.0,88.0,-88.0,0.0,hot
Kepler-1572 b,0.0614,,,0.0,1.392,0.708,-0.345,0.0,6157.0,194.0,-221.0,0.0,hot
Kepler-277 c,0.2095,,,0.0,1.692,0.42,-0.363,0.0,5941.0,121.0,-113.0,0.0,hot
Kepler-1422 b,0.1505,,,0.0,1.298,0.606,-0.224,0.0,6616.0,161.0,-323.0,0.0,hot
KOI-351 c,0.0821,,,0.0,1.054,0.408,-0.141,0.0,6238.0,195.0,-227.0,0.0,hot
HATS-39 b,0.06007,0.00058,-0.00058,0.0,1.621,0.085,-0.085,0.0,6572.0,83.0,-83.0,0.0,hot
Kepler-890 b,0.2948,,,0.0,1.154,0.746,-0.132,0.0,6244.0,151.0,-241.0,0.0,hot
Kepler-1293 b,0.065,,,0.0,1.155,0.715,-0.128,0.0,6528.0,161.0,-214.0,0.0,hot
Kepler-31 d,0.39,,,0.0,1.306,0.302,-0.302,0.0,6034.0,168.0,-168.0,0.0,hot
Kepler-1181 b,0.0621,,,0.0,1.319,0.999,-0.205,0.0,6680.0,177.0,-299.0,0.0,hot
Kepler-529 c,0.1065,,,0.0,0.886,0.34,-0.065,0.0,6248.0,154.0,-184.0,0.0,hot
Kepler-1818 b,0.055,,,0.0,1.129,0.504,-0.158,0.0,6047.0,153.0,-186.0,0.0,hot
Kepler-534 c,0.0761,,,0.0,0.965,0.147,-0.045,0.0,5936.0,102.0,-131.0,0.0,hot
WASP-88 b,0.06438,0.00073,-0.00074,0.0,2.08,0.12,-0.06,0.0,6430.0,130.0,-130.0,0.0,hot
Kepler-1732 b,0.2015,,,0.0,0.973,0.419,-0.09,0.0,6000.0,158.0,-193.0,0.0,hot
HAT-P-57 b,0.0406,0.0011,-0.0011,0.0,1.5,0.05,-0.05,0.0,7500.0,250.0,-250.0,0.0,hot
HD 28109 b,0.1357,0.0034,-0.0034,0.0,1.446,0.035,-0.035,0.0,6120.0,50.0,-50.0,0.0,hot
K2-278 b,0.0488,0.0009,-0.0009,0.0,1.61,0.05,-0.05,0.0,6747.0,383.0,-383.0,0.0,hot
Kepler-744 b,0.1049,,,0.0,1.592,0.711,-0.504,0.0,5957.0,169.0,-181.0,0.0,hot
TOI-5153 b,0.158,0.006,-0.006,0.0,1.4,0.04,-0.04,0.0,6300.0,80.0,-80.0,0.0,hot
Kepler-318 b,0.0566,,,0.0,1.47,0.717,-0.384,0.0,5903.0,165.0,-180.0,0.0,hot
Kepler-1381 b,0.1728,,,0.0,0.994,0.374,-0.092,0.0,6137.0,148.0,-202.0,0.0,hot
Kepler-132 e,0.4393,,,0.0,1.101,0.157,-0.173,0.0,5931.0,107.0,-118.0,0.0,hot
WASP-94 B b,0.0335,0.0006,-0.0005,0.0,1.35,0.12,-0.12,0.0,6040.0,90.0,-90.0,0.0,hot
Kepler-1204 b,0.385,,,0.0,1.07,0.47,-0.47,0.0,6065.0,125.0,-125.0,0.0,hot
Kepler-203 c,0.06,,,0.0,0.91,0.63,-0.63,0.0,5924.0,94.0,-94.0,0.0,hot
HD 213885 b,0.02012,0.00015,-0.00012,0.0,1.1011,0.008,-0.0075,0.0,5978.0,50.0,-50.0,0.0,hot
WASP-68 b,0.06219,0.00049,-0.00051,0.0,1.69,0.11,-0.06,0.0,5910.0,60.0,-60.0,0.0,hot
Kepler-893 b,0.0699,,,0.0,1.03,0.495,-0.093,0.0,6108.0,163.0,-230.0,0.0,hot
Kepler-941 b,0.1311,,,0.0,0.969,0.386,-0.103,0.0,6018.0,177.0,-211.0,0.0,hot
WASP-171 b,0.0504,0.00083,-0.00083,0.0,1.637,0.091,-0.046,0.0,5965.0,100.0,-100.0,0.0,hot
TOI-778 b,0.06,0.003,-0.003,0.0,1.71,0.05,-0.05,0.0,6643.0,150.0,-150.0,0.0,hot
Kepler-1154 c,0.0837,,,0.0,1.022,0.378,-0.093,0.0,6163.0,155.0,-199.0,0.0,hot
Kepler-79 e,0.39,,,0.0,1.403,0.252,-0.252,0.0,6189.0,100.0,-100.0,0.0,hot
WASP-24 b,0.03635,0.00079,-0.00079,0.0,1.317,0.041,-0.041,0.0,6107.0,77.0,-77.0,0.0,hot
Kepler-1494 b,0.3982,,,0.0,1.008,0.417,-0.111,0.0,5915.0,178.0,-208.0,0.0,hot
Kepler-433 b,0.0679,0.0027,-0.0027,0.0,2.26,0.25,-0.25,0.0,6360.0,140.0,-140.0,0.0,hot
Kepler-1431 b,0.064,,,0.0,1.0,0.45,-0.45,0.0,5969.0,133.0,-133.0,0.0,hot
Kepler-1272 b,0.272,,,0.0,1.12,0.52,-0.52,0.0,6057.0,123.0,-123.0,0.0,hot
K2-75 b,0.081,0.0014,-0.0014,0.0,1.56,0.15,-0.15,0.0,5995.0,94.0,-94.0,0.0,hot
Kepler-1738 b,0.0781,,,0.0,1.001,0.318,-0.106,0.0,6063.0,190.0,-232.0,0.0,hot
Kepler-714 b,0.0832,,,0.0,1.076,0.353,-0.118,0.0,6214.0,174.0,-217.0,0.0,hot
Kepler-1211 b,0.099,,,0.0,0.95,0.46,-0.46,0.0,6054.0,112.0,-112.0,0.0,hot
Kepler-1769 b,0.406,,,0.0,1.17,0.47,-0.47,0.0,6278.0,71.0,-71.0,0.0,hot
Kepler-1578 b,0.0252,,,0.0,1.023,0.322,-0.138,0.0,6046.0,189.0,-210.0,0.0,hot
TOI-1744.01,0.164086,0.007321,-0.00801,0.0,1.14,0.05,-0.05,0.0,6179.0,125.0,-125.0,0.0,hot
KELT-10 b,0.0525,0.00086,-0.00097,0.0,1.209,0.047,-0.035,0.0,5948.0,74.0,-74.0,0.0,hot
Kepler-1370 c,0.08084,0.00033,-0.00033,0.0,1.466,0.039,-0.038,0.0,6190.0,60.0,-60.0,0.0,hot
