pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,type
TOI-3071 b,0.0249,0.0001,-0.0001,0.0,1.31,0.04,-0.04,0.0,6177.0,62.0,-62.0,0.0,hot
HAT-P-31 b,0.061,0.0013,-0.0011,0.0,1.36,0.27,-0.18,0.0,6070.0,100.0,-100.0,0.0,hot
Kepler-534 b,0.1272,,,0.0,0.965,0.147,-0.045,0.0,5936.0,102.0,-131.0,0.0,hot
Kepler-1487 b,0.0747,,,0.0,0.956,0.35,-0.08,0.0,6444.0,157.0,-198.0,0.0,hot
Kepler-1484 b,0.1939,,,0.0,0.984,0.312,-0.111,0.0,6283.0,176.0,-220.0,0.0,hot
Kepler-930 b,0.3475,,,0.0,1.488,0.432,-0.432,0.0,6148.0,184.0,-220.0,0.0,hot
Kepler-23 d,0.128,,,0.0,1.87,0.48,-0.48,0.0,6142.0,118.0,-118.0,0.0,hot
Kepler-604 b,0.1735,,,0.0,0.964,0.384,-0.087,0.0,6122.0,161.0,-191.0,0.0,hot
HATS-55 b,0.05412,0.00014,-0.00018,0.0,1.126,0.011,-0.011,0.0,6214.0,36.0,-36.0,0.0,hot
HATS-68 b,0.05071,0.00018,-0.00018,0.0,1.748,0.026,-0.026,0.0,6147.0,22.0,-22.0,0.0,hot
XO-6 b,0.0815,0.0077,-0.0077,0.0,1.93,0.18,-0.18,0.0,6720.0,100.0,-100.0,0.0,hot
HATS-66 b,0.04714,0.00025,-0.00025,0.0,1.841,0.041,-0.041,0.0,6626.0,35.0,-35.0,0.0,hot
Kepler-1501 b,0.1228,,,0.0,1.061,0.138,-0.053,0.0,6065.0,66.0,-96.0,0.0,hot
Kepler-593 b,0.155,,,0.0,1.05,0.36,-0.36,0.0,6202.0,104.0,-104.0,0.0,hot
TOI-2128 b,0.127,0.003,-0.003,0.0,1.1174,0.0239,-0.0227,0.0,5968.0,86.0,-84.0,0.0,hot
Kepler-147 b,0.1095,,,0.0,1.26,0.236,-0.175,0.0,6010.0,104.0,-124.0,0.0,hot
Kepler-24 b,0.08045,0.00088,-0.00088,0.0,1.084,0.041,-0.04,0.0,6022.0,60.0,-60.0,0.0,hot
Kepler-887 c,0.0801,0.00072,-0.00072,0.0,1.367,0.036,-0.035,0.0,6207.0,60.0,-60.0,0.0,hot
Kepler-1421 b,0.0749,,,0.0,1.151,0.667,-0.131,0.0,6540.0,144.0,-214.0,0.0,hot
ups And b,0.0594,0.0003,-0.0003,0.0,1.64,0.04,-0.05,0.0,6089.0,,,0.0,hot
TOI-150.01,0.07037,0.00087,-0.00088,0.0,1.526,0.012,-0.012,0.0,6255.0,90.0,-90.0,0.0,hot
Kepler-336 d,0.1444,,,0.0,0.865,0.373,-0.068,0.0,6029.0,153.0,-165.0,0.0,hot
HD 202772 A b,0.05208,0.00064,-0.00068,0.0,2.591,0.078,-0.093,0.0,6272.0,77.0,-71.0,0.0,hot
Qatar-3 b,0.03783,0.00069,-0.00069,0.0,1.272,0.14,-0.14,0.0,6007.0,52.0,-52.0,0.0,hot
Kepler-512 b,0.2038,,,0.0,0.963,0.359,-0.104,0.0,6100.0,149.0,-170.0,0.0,hot
HATS-24 b,0.0238,0.001,-0.001,0.0,1.12,0.044,-0.047,0.0,6125.0,94.0,-94.0,0.0,hot
Kepler-1188 b,0.134,,,0.0,1.05,0.46,-0.46,0.0,6195.0,122.0,-122.0,0.0,hot
Kepler-435 b,0.0949,0.0018,-0.0019,0.0,3.21,0.3,-0.3,0.0,6090.0,110.0,-110.0,0.0,hot
Kepler-110 c,0.19551,0.00189,-0.00189,0.0,1.234,0.032,-0.031,0.0,5956.0,60.0,-60.0,0.0,hot
Kepler-1070 b,0.0708,,,0.0,1.353,0.752,-0.255,0.0,6616.0,150.0,-264.0,0.0,hot
K2-230 b,0.0409,0.0003,-0.0002,0.0,1.39,0.04,-0.04,0.0,5945.0,23.0,-25.0,0.0,hot
WASP-118 b,0.05453,0.00048,-0.00048,0.0,1.696,0.029,-0.029,0.0,6410.0,125.0,-125.0,0.0,hot
Kepler-1364 b,0.1284,,,0.0,2.274,0.462,-0.635,0.0,6995.0,194.0,-243.0,0.0,hot
HD 43691 b,0.238,0.015,-0.015,0.0,1.6,0.11,-0.11,0.0,6093.0,,,0.0,hot
Kepler-644 b,0.0469,,,0.0,1.653,0.917,-0.467,0.0,6440.0,165.0,-265.0,0.0,hot
Kepler-1126 b,0.4358,,,0.0,0.844,0.363,-0.059,0.0,6106.0,152.0,-174.0,0.0,hot
WASP-195 b,0.063,0.003,-0.003,0.0,1.578,0.066,-0.066,0.0,6300.0,125.0,-125.0,0.0,hot
CoRoT-3 b,0.05783,0.00085,-0.00085,0.0,1.575,0.095,-0.095,0.0,6740.0,140.0,-140.0,0.0,hot
Kepler-1487 c,0.2152,,,0.0,0.956,0.35,-0.08,0.0,6444.0,157.0,-198.0,0.0,hot
Qatar-10 b,0.0286,0.0006,-0.0006,0.0,1.254,0.026,-0.026,0.0,6124.0,46.0,-46.0,0.0,hot
Kepler-1863 b,0.2438,,,0.0,1.168,0.425,-0.208,0.0,6112.0,155.0,-176.0,0.0,hot
Kepler-1397 b,0.25861,0.00182,-0.00182,0.0,1.716,0.051,-0.05,0.0,6123.0,60.0,-60.0,0.0,hot
WASP-158 b,0.0517,0.0018,-0.0018,0.0,1.39,0.18,-0.18,0.0,6350.0,150.0,-150.0,0.0,hot
Kepler-894 b,0.092,,,0.0,0.87,0.3,-0.3,0.0,5920.0,200.0,-200.0,0.0,hot
Kepler-1768 b,0.1274,,,0.0,1.559,0.78,-0.443,0.0,6047.0,176.0,-220.0,0.0,hot
Kepler-1509 b,0.1733,,,0.0,1.027,0.476,-0.103,0.0,6077.0,167.0,-226.0,0.0,hot
TOI-677 b,0.1038,0.0017,-0.0017,0.0,1.28,0.03,-0.03,0.0,6295.0,77.0,-77.0,0.0,hot
K2-222 b,0.1206,0.0029,-0.0029,0.0,1.115,0.029,-0.029,0.0,5942.0,119.0,-119.0,0.0,hot
Kepler-1615 b,0.2595,,,0.0,1.002,0.43,-0.097,0.0,6035.0,149.0,-188.0,0.0,hot
TOI-837 b,0.083,0.001,-0.001,0.0,1.036,0.015,-0.015,0.0,6000.0,60.0,-60.0,0.0,hot
Kepler-1723 b,0.2249,,,0.0,1.01,0.371,-0.125,0.0,6072.0,157.0,-183.0,0.0,hot
KELT-16 b,0.02044,0.00024,-0.00026,0.0,1.36,0.064,-0.053,0.0,6236.0,54.0,-54.0,0.0,hot
WASP-20 b,0.05999,0.00069,-0.00068,0.0,1.392,0.044,-0.044,0.0,5940.0,100.0,-100.0,0.0,hot
Kepler-385 b,0.0939,,,0.0,1.153,0.671,-0.144,0.0,6308.0,178.0,-246.0,0.0,hot
Kepler-228 c,0.051,,,0.0,0.94,0.43,-0.43,0.0,6014.0,138.0,-138.0,0.0,hot
XO-4 b,0.05474,0.00163,-0.00064,0.0,1.531,0.386,-0.069,0.0,6397.0,70.0,-70.0,0.0,hot
CoRoT-22 b,0.092,0.0014,-0.0014,0.0,1.136,0.038,-0.09,0.0,5939.0,54.0,-120.0,0.0,hot
Kepler-1988 b,0.1142,,,0.0,3.132,1.202,-1.714,0.0,6036.0,177.0,-182.0,0.0,hot
Kepler-766 b,0.066,,,0.0,0.91,0.4,-0.4,0.0,5938.0,136.0,-136.0,0.0,hot
Kepler-134 b,0.05874,0.00066,-0.00066,0.0,0.969,0.023,-0.022,0.0,5918.0,60.0,-60.0,0.0,hot
Kepler-1275 b,0.0477,,,0.0,1.087,0.575,-0.112,0.0,6269.0,162.0,-201.0,0.0,hot
Kepler-393 b,0.0939,,,0.0,1.604,0.883,-0.384,0.0,6735.0,161.0,-234.0,0.0,hot
Kepler-74 b,0.0801,,,0.0,1.498,0.095,-0.131,0.0,6056.0,112.0,-154.0,0.0,hot
Kepler-1154 b,0.0604,,,0.0,1.022,0.378,-0.093,0.0,6163.0,155.0,-199.0,0.0,hot
Kepler-84 b,0.0831,,,0.0,1.022,0.41,-0.115,0.0,6028.0,161.0,-196.0,0.0,hot
Kepler-1360 b,0.2866,,,0.0,3.086,0.432,-0.802,0.0,6443.0,77.0,-90.0,0.0,hot
WASP-192 b,0.0408,0.0008,-0.0008,0.0,1.32,0.07,-0.07,0.0,5910.0,145.0,-145.0,0.0,hot
Kepler-664 b,0.0374,,,0.0,1.046,0.334,-0.133,0.0,6031.0,169.0,-211.0,0.0,hot
Kepler-814 b,0.0676,,,0.0,1.033,0.476,-0.087,0.0,6341.0,159.0,-198.0,0.0,hot
Kepler-1673 b,0.211,,,0.0,1.01,0.41,-0.41,0.0,6188.0,83.0,-83.0,0.0,hot
Kepler-666 b,0.0542,,,0.0,0.969,0.3,-0.1,0.0,6075.0,189.0,-210.0,0.0,hot
Kepler-462 b,0.465,,,0.0,2.52,0.71,-0.71,0.0,7713.0,200.0,-200.0,0.0,hot
Kepler-509 b,0.23702,0.00228,-0.00228,0.0,1.19,0.031,-0.03,0.0,5952.0,60.0,-60.0,0.0,hot
WASP-174 b,0.0559,0.0009,-0.0009,0.0,1.31,0.08,-0.08,0.0,6400.0,100.0,-100.0,0.0,hot
Kepler-1474 b,0.2233,,,0.0,1.147,0.645,-0.151,0.0,6057.0,158.0,-220.0,0.0,hot
Kepler-1686 b,0.089,,,0.0,0.98,0.41,-0.41,0.0,6123.0,111.0,-111.0,0.0,hot
Kepler-1080 b,0.366,,,0.0,1.132,,,0.0,6096.0,,,0.0,hot
Kepler-1085 c,0.294,,,0.0,0.95,0.21,-0.21,0.0,6052.0,96.0,-96.0,0.0,hot
TOI-1898 b,0.269,0.005,-0.005,0.0,1.6131,0.0292,-0.0312,0.0,6241.0,88.0,-85.0,0.0,hot
Kepler-1031 b,0.0229,,,0.0,0.991,0.415,-0.091,0.0,6095.0,143.0,-189.0,0.0,hot
HATS-58 A b,0.05798,0.00057,-0.00057,0.0,1.433,0.059,-0.059,0.0,7175.0,54.0,-54.0,0.0,hot
K2-243 c,0.1817,0.0022,-0.0024,0.0,1.39,0.03,-0.03,0.0,6570.0,269.0,-171.0,0.0,hot
Kepler-254 b,0.064,,,0.0,0.92,0.3,-0.3,0.0,5956.0,106.0,-106.0,0.0,hot
Kepler-769 c,0.1272,,,0.0,1.009,0.41,-0.096,0.0,6225.0,156.0,-209.0,0.0,hot
Kepler-24 d,0.052,,,0.0,1.12,0.75,-0.75,0.0,6043.0,115.0,-115.0,0.0,hot
HIP 94235 b,0.0787,0.00056,-0.00017,0.0,1.08,0.11,-0.1,0.0,5991.0,50.0,-50.0,0.0,hot
Kepler-59 c,0.1375,,,0.0,1.011,0.433,-0.095,0.0,6305.0,155.0,-201.0,0.0,hot
Kepler-1429 b,0.0549,,,0.0,1.033,0.541,-0.091,0.0,6210.0,157.0,-196.0,0.0,hot
Kepler-356 c,0.1123,,,0.0,1.277,0.23,-0.188,0.0,6140.0,123.0,-135.0,0.0,hot
Kepler-1621 b,0.4204,,,0.0,1.283,0.23,-0.173,0.0,6084.0,81.0,-90.0,0.0,hot
Kepler-870 b,0.1539,,,0.0,0.992,0.316,-0.105,0.0,6170.0,170.0,-233.0,0.0,hot
Kepler-1618 b,0.0706,,,0.0,1.289,0.432,-0.154,0.0,6720.0,164.0,-234.0,0.0,hot
Kepler-359 c,0.3015,,,0.0,1.033,0.444,-0.094,0.0,6210.0,181.0,-227.0,0.0,hot
Kepler-1300 b,0.1577,,,0.0,1.315,0.72,-0.271,0.0,6263.0,157.0,-188.0,0.0,hot
Kepler-1394 b,0.0555,,,0.0,2.741,0.324,-0.757,0.0,6277.0,126.0,-113.0,0.0,hot
BD-14 3065 b,0.0656,0.0026,-0.0026,0.0,2.35,0.08,-0.08,0.0,6935.0,90.0,-90.0,0.0,hot
Kepler-1343 b,0.0449,,,0.0,1.005,0.326,-0.102,0.0,6198.0,175.0,-218.0,0.0,hot
WASP-166 b,0.0641,0.0011,-0.0011,0.0,1.22,0.06,-0.06,0.0,6050.0,50.0,-50.0,0.0,hot
Kepler-1557 b,0.0486,,,0.0,1.031,0.463,-0.089,0.0,6225.0,171.0,-196.0,0.0,hot
TOI-1518 b,0.0389,0.0011,-0.0011,0.0,1.95,0.048,-0.048,0.0,7300.0,100.0,-100.0,0.0,hot
Kepler-58 b,0.0927,,,0.0,1.083,0.48,-0.134,0.0,6100.0,165.0,-211.0,0.0,hot
Kepler-544 b,0.1553,,,0.0,1.18,0.212,-0.13,0.0,6156.0,123.0,-135.0,0.0,hot
Kepler-836 b,0.1016,,,0.0,1.017,0.466,-0.094,0.0,6244.0,157.0,-200.0,0.0,hot
Kepler-286 e,0.187,,,0.0,0.93,0.46,-0.46,0.0,5969.0,107.0,-107.0,0.0,hot
K2-99 b,0.159,0.006,-0.006,0.0,3.1,0.1,-0.1,0.0,5990.0,40.0,-40.0,0.0,hot
Kepler-1488 b,0.2278,,,0.0,1.135,0.472,-0.17,0.0,6035.0,150.0,-176.0,0.0,hot
HD 73344 c,0.3388,0.0042,-0.0043,0.0,1.22,0.03,-0.03,0.0,6148.0,100.0,-100.0,0.0,hot
Kepler-320 c,0.1379,,,0.0,1.04,0.503,-0.092,0.0,6412.0,161.0,-199.0,0.0,hot
Kepler-168 c,0.113,,,0.0,1.04,0.41,-0.41,0.0,6250.0,122.0,-122.0,0.0,hot
HD 106315 b,0.09012,0.00083,-0.00085,0.0,1.18,0.11,-0.11,0.0,6290.0,60.0,-60.0,0.0,hot
WASP-26 b,0.04,0.0003,-0.0003,0.0,1.34,0.06,-0.06,0.0,5950.0,100.0,-100.0,0.0,hot
KELT-2 A b,0.05497,0.00037,-0.00037,0.0,1.828,0.07,-0.034,0.0,6148.0,48.0,-48.0,0.0,hot
TOI-1994 b,0.0613,0.0019,-0.0019,0.0,2.3,0.13,-0.12,0.0,7700.0,720.0,-410.0,0.0,hot
Kepler-1434 b,0.0894,,,0.0,2.062,0.394,-0.525,0.0,6231.0,125.0,-125.0,0.0,hot
Kepler-1129 b,0.1631,,,0.0,1.025,0.404,-0.125,0.0,6240.0,192.0,-229.0,0.0,hot
HATS-36 b,0.05425,0.00043,-0.00043,0.0,1.155,0.039,-0.039,0.0,6149.0,76.0,-76.0,0.0,hot
HD 93963 A b,0.02061,0.0004,-0.0004,0.0,1.0311,0.0176,-0.0169,0.0,5908.0,66.0,-72.0,0.0,hot
Kepler-122 f,0.2903,,,0.0,0.949,0.327,-0.088,0.0,6103.0,143.0,-186.0,0.0,hot
Kepler-350 d,0.1723,,,0.0,1.247,0.571,-0.24,0.0,6217.0,168.0,-195.0,0.0,hot
Kepler-1271 b,0.0423,,,0.0,1.038,0.546,-0.092,0.0,6184.0,155.0,-189.0,0.0,hot
WASP-66 b,0.0546,0.0009,-0.0009,0.0,1.75,0.09,,0.0,6580.0,170.0,,0.0,hot
Kepler-611 b,0.036,,,0.0,0.91,0.29,-0.29,0.0,5916.0,106.0,-106.0,0.0,hot
HD 210277 b,1.13,0.02,-0.02,0.0,1.07,0.01,-0.01,0.0,5538.0,14.0,-14.0,0.0,temperate
Kepler-1636 b,1.12191,0.01165,-0.01165,0.0,1.239,0.091,-0.083,0.0,5726.0,60.0,-60.0,0.0,temperate
HAT-P-13 c,1.188,0.018,-0.033,0.0,1.56,0.08,-0.08,0.0,5653.0,90.0,-90.0,0.0,temperate
WASP-41 c,1.07,0.03,-0.03,0.0,0.87,0.03,-0.03,0.0,5545.0,33.0,-33.0,0.0,temperate
HD 43197 b,0.92,0.01,-0.02,0.0,1.0,0.01,-0.01,0.0,5508.0,46.0,-46.0,0.0,temperate
HD 28185 b,1.02,0.02,-0.02,0.0,1.03,0.01,-0.01,0.0,5662.0,11.0,-11.0,0.0,temperate
HD 92788 b,0.949,0.013,-0.013,0.0,1.161955,0.027366,-0.027366,0.0,5702.25,92.42,-92.42,0.0,temperate
HD 100777 b,1.03,0.03,-0.03,0.0,1.04,0.02,-0.02,0.0,5533.0,3.0,-3.0,0.0,temperate
TOI-4633 c,0.847,0.061,-0.061,0.0,1.05,0.05,-0.05,0.0,5800.0,50.0,-50.0,0.0,temperate
HD 159868 c,1.032,0.064,-0.064,0.0,2.13,,,0.0,5534.0,,,0.0,temperate
HD 108874 b,1.04,0.02,-0.02,0.0,1.05,0.02,-0.02,0.0,5600.0,37.0,-37.0,0.0,temperate
HD 44219 b,1.19,0.02,-0.02,0.0,1.32,0.07,-0.07,0.0,5752.0,16.0,-16.0,0.0,temperate
Kepler-1634 b,1.0525,,,0.0,1.354,0.341,-0.375,0.0,5636.0,171.0,-171.0,0.0,temperate
HD 134987 b,0.81,0.02,-0.02,0.0,1.25,0.04,-0.04,0.0,5585.0,50.0,-50.0,0.0,temperate
HD 154857 b,1.2,0.2,-0.2,0.0,2.27465,0.138611,-0.121852,0.0,5604.56,150.29,-132.28,0.0,temperate
Kepler-849 b,1.1084,,,0.0,1.886,0.351,-0.47,0.0,5858.0,126.0,-110.0,0.0,temperate
Kepler-22 b,0.8489,,,0.0,0.979,0.02,-0.02,0.0,5642.0,50.0,-50.0,0.0,temperate
TOI-2180 b,0.828,0.012,-0.012,0.0,1.636,0.033,-0.029,0.0,5695.0,58.0,-60.0,0.0,temperate
Kepler-452 b,0.994,,,0.0,0.798,0.15,-0.075,0.0,5579.0,150.0,-150.0,0.0,temperate
rho CrB d,0.827,0.011,-0.011,0.0,1.34,0.04,-0.04,0.0,5817.0,24.0,-24.0,0.0,temperate
HD 95544 b,3.386,0.075,-0.077,0.0,1.088,0.072,-0.072,0.0,5722.0,15.0,-15.0,0.0,cold
BD+20 2457 c,2.01,,,0.0,49.0,26.0,-26.0,0.0,4137.0,10.0,-10.0,0.0,cold
HD 156279 c,5.461,0.091,-0.095,0.0,0.966117,0.021775,-0.021775,0.0,5458.24,84.23,-84.23,0.0,cold
HD 204313 b,3.07,0.06,-0.06,0.0,1.1,0.02,-0.02,0.0,5783.0,29.0,-29.0,0.0,cold
HIP 114933 b,2.84,0.09,-0.09,0.0,5.27,0.05,-0.05,0.0,4823.0,59.0,-59.0,0.0,cold
47 UMa d,11.6,2.1,-2.9,0.0,1.21334,0.038883,-0.058353,0.0,5872.0,92.94,-113.53,0.0,cold
HD 211810 b,2.656,0.043,-0.043,0.0,1.13,1.13,-1.13,0.0,5652.0,,,0.0,cold
HD 66428 c,23.0,19.0,-7.6,0.0,1.169119,0.027387,-0.027387,0.0,5647.6,94.33,-94.33,0.0,cold
BD-11 4672 b,2.36,0.04,-0.04,0.0,0.639,0.02,-0.022,0.0,4550.0,110.0,-110.0,0.0,cold
HD 81817 b,3.3,0.1,-0.1,0.0,83.8,7.8,-7.8,0.0,4140.0,55.0,-55.0,0.0,cold
HIP 67537 b,4.91,0.14,-0.13,0.0,8.69,0.88,-0.88,0.0,4985.0,100.0,-100.0,0.0,cold
GJ 849 b,2.32,0.11,-0.13,0.0,0.45,0.07,-0.07,0.0,3467.0,68.0,-68.0,0.0,cold
HD 92788 c,8.26,0.36,-0.28,0.0,1.161955,0.027366,-0.027366,0.0,5702.25,92.42,-92.42,0.0,cold
nu Oph c,6.1,,,0.0,15.1,1.1,,0.0,4928.0,25.0,,0.0,cold
HD 34445 b,2.07,0.02,-0.02,0.0,1.38,0.08,-0.08,0.0,5836.0,44.0,-44.0,0.0,cold
WASP-53 c,3.73,0.16,-0.14,-1.0,0.798,0.023,-0.023,0.0,4953.0,60.0,-60.0,0.0,cold
HD 98649 b,5.6,0.4,-0.4,0.0,1.0,,,0.0,5759.0,35.0,-35.0,0.0,cold
Pr0211 c,5.5,3.0,-1.4,0.0,0.827,0.012,-0.012,0.0,5300.0,30.0,-30.0,0.0,cold
HD 18015 b,3.87,0.32,-0.32,0.0,3.13,,,0.0,5603.0,,,0.0,cold
HD 159868 b,2.32,0.14,-0.14,0.0,2.13,,,0.0,5534.0,,,0.0,cold
HD 33844 c,2.24,0.05,-0.05,0.0,5.29,0.41,-0.41,0.0,4861.0,100.0,-100.0,0.0,cold
HIP 65891 b,2.81,0.09,-0.09,0.0,8.93,1.02,-1.02,0.0,5000.0,100.0,-100.0,0.0,cold
HD 219134 h,3.11,0.04,-0.04,0.0,0.77,0.02,-0.02,0.0,4913.0,,,0.0,cold
HD 213472 b,13.0,5.7,-2.6,0.0,1.433902,0.033486,-0.033486,0.0,5729.54,99.37,-99.37,0.0,cold
HD 152079 b,3.98,0.15,-0.15,0.0,1.15,0.13,-0.13,0.0,5726.0,100.0,-100.0,0.0,cold
GJ 179 b,2.41,0.04,-0.04,0.0,0.38,0.02,-0.02,0.0,3370.0,100.0,-100.0,0.0,cold
HD 202696 c,2.342,0.034,-0.035,0.0,6.43,0.41,-0.39,0.0,5040.0,71.0,-85.0,0.0,cold
BD+49 828 b,4.2,0.32,-0.2,0.0,7.6,1.3,-1.3,0.0,4943.0,30.0,-30.0,0.0,cold
HD 72659 b,4.652,0.067,-0.068,0.0,1.522214,0.035865,-0.035865,0.0,5865.17,103.95,-103.95,0.0,cold
Kepler-56 d,2.16,0.08,-0.08,0.0,4.21799,,,0.0,4819.44,74.95,-74.95,0.0,cold
HD 9174 b,2.2,0.09,-0.09,0.0,1.67,0.07,-0.07,0.0,5577.0,100.0,-100.0,0.0,cold
HD 145934 b,4.73,0.2,-0.21,0.0,6.930587,0.171969,-0.171969,0.0,4823.75,78.09,-78.09,0.0,cold
HD 142245 b,2.78,0.09,-0.09,0.0,4.63,0.16,-0.16,0.0,4922.0,13.0,-13.0,0.0,cold
HD 29399 b,2.012,0.054,-0.054,0.0,4.845,0.082,-0.082,0.0,4845.0,52.0,-52.0,0.0,cold
HD 80869 b,2.878,0.045,-0.046,0.0,1.062,0.042,-0.042,0.0,5837.0,15.0,-15.0,0.0,cold
HD 207832 c,2.112,0.087,-0.045,0.0,0.901,0.056,-0.056,0.0,5710.0,81.0,-81.0,0.0,cold
HD 68988 c,13.2,5.3,-2.0,0.0,1.255733,0.028855,-0.028855,0.0,5883.41,103.85,-103.85,0.0,cold
HIP 5158 c,7.7,1.88,-1.88,0.0,0.754089,0.0527,-0.085993,0.0,4813.0,207.69,-128.99,0.0,cold
HD 113538 c,2.43,0.06,-0.06,0.0,0.65,0.1,-0.1,0.0,4685.0,155.0,-155.0,0.0,cold
HD 238914 b,5.7,0.9,-0.9,0.0,12.73,3.89,-3.89,0.0,4769.0,15.0,-15.0,0.0,cold
HD 142022 A b,2.93,0.07,-0.07,0.0,1.04,0.03,-0.03,0.0,5421.0,77.0,-77.0,0.0,cold
HR 5183 b,25.0,19.0,-8.3,0.0,1.555268,0.036938,-0.036938,0.0,5833.8,99.91,-99.91,0.0,cold
HD 181433 d,3.29347,,,0.0,0.810841,0.067586,-0.048002,0.0,4929.63,127.52,-146.0,0.0,cold
gam Lib c,2.17,0.1,-0.1,0.0,11.1,1.1,-0.3,0.0,4822.0,15.0,-15.0,0.0,cold
HD 145675 c,16.4,9.3,-4.3,0.0,0.995819,0.021652,-0.021652,0.0,5314.94,81.56,-81.56,0.0,cold
HD 171238 b,2.57,0.16,-0.16,0.0,1.01,0.07,-0.07,0.0,5440.0,,,0.0,cold
kap CrB b,2.7,,,0.0,4.83752,,,0.0,4871.0,25.0,-25.0,0.0,cold
TOI-2537 c,2.78,0.22,-0.15,0.0,0.771,0.039,-0.04,0.0,4870.0,150.0,-150.0,0.0,cold
HD 106270 b,4.3,0.4,-0.4,0.0,2.5,0.1,-0.1,0.0,5638.0,44.0,-44.0,0.0,cold
GJ 15 A c,5.4,1.0,-0.9,0.0,0.38,0.05,-0.05,0.0,3607.0,68.0,-68.0,0.0,cold
